category,sub-category,university,ranking
Life Sciences,Biological Sciences,Vanderbilt University,42.7
Life Sciences,Biological Sciences,Tokyo Institute of Technology,21.5
Life Sciences,Biological Sciences,Princeton University,31.9
Life Sciences,Biological Sciences,The University of Melbourne,55.8
Life Sciences,Biological Sciences,University of British Columbia,50.6
Life Sciences,Biological Sciences,Icahn School of Medicine at Mount Sinai,40.0
Life Sciences,Biological Sciences,The University of Edinburgh,48.1
Life Sciences,Biological Sciences,Shanghai Jiao Tong University,66.7
Life Sciences,Biological Sciences,Baylor College of Medicine,43.9
Life Sciences,Biological Sciences,California Institute of Technology,27.6
Life Sciences,Biological Sciences,China Agricultural University,58.0
Life Sciences,Biological Sciences,Fudan University,59.1
Life Sciences,Biological Sciences,Karolinska Institute,49.5
Life Sciences,Biological Sciences,KU Leuven,44.4
Life Sciences,Biological Sciences,McGill University,46.1
Life Sciences,Biological Sciences,National University of Singapore,46.5
Life Sciences,Biological Sciences,Peking University,56.7
Life Sciences,Biological Sciences,Pennsylvania State University - University Park,42.8
Life Sciences,Biological Sciences,Radboud University Nijmegen,38.8
Life Sciences,Biological Sciences,Sorbonne University,57.7
Life Sciences,Biological Sciences,The University of Glasgow,34.4
Life Sciences,Biological Sciences,The University of Hong Kong,37.3
Life Sciences,Biological Sciences,University of Bristol,36.9
Life Sciences,Biological Sciences,University of Gothenburg,35.5
Life Sciences,Biological Sciences,University of Helsinki,46.3
Life Sciences,Biological Sciences,"University of Minnesota, Twin Cities",48.1
Life Sciences,Biological Sciences,University of Sao Paulo,56.3
Life Sciences,Biological Sciences,University of Southern California,38.4
Life Sciences,Biological Sciences,University of Sydney,45.3
Life Sciences,Biological Sciences,University of Wisconsin - Madison,48.6
Life Sciences,Biological Sciences,University of Zurich,48.2
Life Sciences,Biological Sciences,Utrecht University,49.1
Life Sciences,Biological Sciences,Weizmann Institute of Science,30.2
Life Sciences,Biological Sciences,Aarhus University,43.4
Life Sciences,Biological Sciences,Emory University,42.8
Life Sciences,Biological Sciences,ETH Zurich,46.7
Life Sciences,Biological Sciences,Free University Berlin,47.7
Life Sciences,Biological Sciences,Huazhong Agricultural University,55.4
Life Sciences,Biological Sciences,Humboldt University of Berlin,45.4
Life Sciences,Biological Sciences,King's College London,40.2
Life Sciences,Biological Sciences,Leiden University,39.7
Life Sciences,Biological Sciences,Monash University,47.0
Life Sciences,Biological Sciences,Okinawa Institute of Science and Technology Graduate University,18.6
Life Sciences,Biological Sciences,Paris-Saclay University,55.7
Life Sciences,Biological Sciences,Peking Union Medical College,53.4
Life Sciences,Biological Sciences,The University of Manchester,37.4
Life Sciences,Biological Sciences,The University of New South Wales,41.2
Life Sciences,Biological Sciences,The University of Texas M. D. Anderson Cancer Center,35.1
Life Sciences,Biological Sciences,University of Basel,37.0
Life Sciences,Biological Sciences,University of Bonn,36.4
Life Sciences,Biological Sciences,"University of California, Santa Cruz",27.1
Life Sciences,Biological Sciences,University of Cologne,35.9
Life Sciences,Biological Sciences,University of Groningen,39.8
Life Sciences,Biological Sciences,University of Lausanne,38.5
Life Sciences,Biological Sciences,University of Munich,46.8
Life Sciences,Biological Sciences,University of Utah,35.9
Life Sciences,Biological Sciences,University of Vienna,36.7
Life Sciences,Biological Sciences,University of Wuerzburg,32.6
Life Sciences,Biological Sciences,Arizona State University,28.7
Life Sciences,Biological Sciences,Boston University,35.8
Life Sciences,Biological Sciences,Case Western Reserve University,33.1
Life Sciences,Biological Sciences,Colorado State University,31.5
Life Sciences,Biological Sciences,Erasmus University Rotterdam,34.2
Life Sciences,Biological Sciences,Ghent University,47.2
Life Sciences,Biological Sciences,Heinrich Heine University Duesseldorf,31.1
Life Sciences,Biological Sciences,King Saud University,41.6
Life Sciences,Biological Sciences,Lund University,37.0
Life Sciences,Biological Sciences,Michigan State University,41.7
Life Sciences,Biological Sciences,Newcastle University,31.7
Life Sciences,Biological Sciences,Northwestern University,39.7
Life Sciences,Biological Sciences,PSL University,47.8
Life Sciences,Biological Sciences,Queen Mary University of London,31.3
Life Sciences,Biological Sciences,"Rutgers, The State University of New Jersey - New Brunswick",40.2
Life Sciences,Biological Sciences,Seoul National University,46.4
Life Sciences,Biological Sciences,Sun Yat-sen University,62.4
Life Sciences,Biological Sciences,Swedish University of Agricultural Sciences,36.5
Life Sciences,Biological Sciences,Technical University of Denmark,34.3
Life Sciences,Biological Sciences,Technical University of Munich,42.5
Life Sciences,Biological Sciences,Tel Aviv University,38.4
Life Sciences,Biological Sciences,Texas A&M University,41.6
Life Sciences,Biological Sciences,The Hebrew University of Jerusalem,37.0
Life Sciences,Biological Sciences,The Ohio State University - Columbus,44.6
Life Sciences,Biological Sciences,The University of Sheffield,30.6
Life Sciences,Biological Sciences,University of Aberdeen,24.2
Life Sciences,Biological Sciences,University of Amsterdam,43.3
Life Sciences,Biological Sciences,University of Arizona,35.0
Life Sciences,Biological Sciences,University of Barcelona,47.1
Life Sciences,Biological Sciences,University of Bern,36.3
Life Sciences,Biological Sciences,University of Birmingham,32.2
Life Sciences,Biological Sciences,University of East Anglia,25.2
Life Sciences,Biological Sciences,University of Exeter,36.3
Life Sciences,Biological Sciences,University of Florence,33.4
Life Sciences,Biological Sciences,University of Freiburg,37.2
Life Sciences,Biological Sciences,University of Geneva,35.5
Life Sciences,Biological Sciences,University of Goettingen,38.4
Life Sciences,Biological Sciences,University of Illinois at Urbana-Champaign,40.0
Life Sciences,Biological Sciences,University of Maine,18.2
Life Sciences,Biological Sciences,University of Mainz,29.0
Life Sciences,Biological Sciences,University of Manitoba,27.5
Life Sciences,Biological Sciences,University of Miami,30.3
Life Sciences,Biological Sciences,University of Milan,42.6
Life Sciences,Biological Sciences,University of Montpellier,54.3
Life Sciences,Biological Sciences,University of Montreal,36.5
Life Sciences,Biological Sciences,University of Nottingham,31.4
Life Sciences,Biological Sciences,University of Southampton,28.3
Life Sciences,Biological Sciences,University of Virginia,33.3
Life Sciences,Biological Sciences,Uppsala University,39.2
Life Sciences,Biological Sciences,Wageningen University & Research,45.2
Life Sciences,Biological Sciences,Aix Marseille University,41.8
Life Sciences,Biological Sciences,Autonomous University of Barcelona,38.9
Life Sciences,Biological Sciences,Brandeis University,13.3
Life Sciences,Biological Sciences,Georgia Institute of Technology,27.3
Life Sciences,Biological Sciences,Goethe University Frankfurt,33.9
Life Sciences,Biological Sciences,James Cook University,26.8
Life Sciences,Biological Sciences,Kiel University,31.4
Life Sciences,Biological Sciences,Laval University,33.0
Life Sciences,Biological Sciences,Mayo Clinic College of Medicine and Science,37.5
Life Sciences,Biological Sciences,Medical University of Vienna,33.9
Life Sciences,Biological Sciences,Nanjing Agricultural University,57.3
Life Sciences,Biological Sciences,National Taiwan University,39.5
Life Sciences,Biological Sciences,North Carolina State University - Raleigh,37.1
Life Sciences,Biological Sciences,Northeastern University (Boston),22.2
Life Sciences,Biological Sciences,Oregon Health and Science University,29.3
Life Sciences,Biological Sciences,Osaka University,36.8
Life Sciences,Biological Sciences,Pompeu Fabra University,31.8
Life Sciences,Biological Sciences,Sichuan University,46.0
Life Sciences,Biological Sciences,Southern University of Science and Technology,30.4
Life Sciences,Biological Sciences,Stockholm University,30.8
Life Sciences,Biological Sciences,Stony Brook University,26.9
Life Sciences,Biological Sciences,Swiss Federal Institute of Technology Lausanne,30.5
Life Sciences,Biological Sciences,Temple University,22.7
Life Sciences,Biological Sciences,The Australian National University,31.4
Life Sciences,Biological Sciences,The University of Adelaide,34.2
Life Sciences,Biological Sciences,The University of Auckland,31.4
Life Sciences,Biological Sciences,The University of Calgary,32.2
Life Sciences,Biological Sciences,The University of Georgia,41.4
Life Sciences,Biological Sciences,The University of Texas at Austin,33.2
Life Sciences,Biological Sciences,Tohoku University,33.2
Life Sciences,Biological Sciences,University of Alabama at Birmingham,33.3
Life Sciences,Biological Sciences,University of Bologna,35.6
Life Sciences,Biological Sciences,"University of California, Irvine",34.1
Life Sciences,Biological Sciences,"University of California, Riverside",32.2
Life Sciences,Biological Sciences,University of Colorado at Boulder,27.8
Life Sciences,Biological Sciences,University of Connecticut,29.6
Life Sciences,Biological Sciences,University of Hamburg,37.8
Life Sciences,Biological Sciences,University of Illinois at Chicago,29.6
Life Sciences,Biological Sciences,University of Iowa,29.5
Life Sciences,Biological Sciences,University of Jena,30.0
Life Sciences,Biological Sciences,"University of Maryland, Baltimore",32.3
Life Sciences,Biological Sciences,University of Massachusetts Amherst,26.2
Life Sciences,Biological Sciences,University of Missouri - Columbia,32.8
Life Sciences,Biological Sciences,University of Naples Federico II,41.1
Life Sciences,Biological Sciences,University of Oslo,37.2
Life Sciences,Biological Sciences,University of Padua,40.3
Life Sciences,Biological Sciences,University of Porto,38.7
Life Sciences,Biological Sciences,University of Turin,34.9
Life Sciences,Biological Sciences,Westlake University,18.9
Life Sciences,Biological Sciences,Wuhan University,43.7
Life Sciences,Biological Sciences,Brown University,27.8
Life Sciences,Biological Sciences,Chalmers University of Technology,16.4
Life Sciences,Biological Sciences,Charles University in Prague,34.6
Life Sciences,Biological Sciences,Complutense University of Madrid,31.2
Life Sciences,Biological Sciences,Dalhousie University,26.2
Life Sciences,Biological Sciences,Deakin University,24.5
Life Sciences,Biological Sciences,Federal University of Rio Grande do Sul,22.2
Life Sciences,Biological Sciences,Fujian Agriculture and Forestry University,41.4
Life Sciences,Biological Sciences,Georgetown University,20.6
Life Sciences,Biological Sciences,Griffith University,24.6
Life Sciences,Biological Sciences,Guangzhou Medical University,34.6
Life Sciences,Biological Sciences,Huazhong University of Science and Technology,46.6
